value,athlete_id,athlete_title,athlete_first,athlete_last,athlete_country_id,athlete_gender,athlete_yob,athlete_noc,athlete_country_name,athlete_country_isoa2,result_id,position,total_time,swim_time,t1_time,bike_time,t2_time,run_time,prog_id,event_id,prog_name,prog_date,prog_time,prog_notes,event_title,event_venue,event_country,event_latitude,event_longitude,event_date,event_country_isoa2,event_country_noc,event_region_id,event_country_id,event_region_name,cat_name,wetsuit,temp_water,temp_air
NA,6783,Andrea Hewitt,Andrea,Hewitt,232,female,1982,NZL,New Zealand,NZ,238303,4,01:51:55,00:19:23,00:00:34,00:57:33,00:00:22,00:34:05,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5399,Laura Bennett,Laura,Bennett,293,female,1975,USA,United States,US,238304,5,01:52:34,00:19:20,00:00:32,00:57:40,00:00:25,00:34:39,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,7795,Vicky Holland,Vicky,Holland,292,female,1986,GBR,Great Britain,GB,238305,6,01:52:39,00:19:35,00:00:32,00:57:24,00:00:22,00:34:47,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5385,Jodie Swallow,Jodie,Swallow,292,female,1981,GBR,Great Britain,GB,238306,7,01:52:45,00:19:31,00:00:33,00:57:31,00:00:22,00:34:50,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5547,Kate Roberts,Kate,Roberts,269,female,1983,RSA,South Africa,ZA,238307,8,01:53:04,00:19:36,00:00:33,00:57:23,00:00:23,00:35:12,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5526,Emma Moffatt,Emma,Moffatt,111,female,1984,AUS,Australia,AU,238308,9,01:53:12,00:19:25,00:00:33,00:57:33,00:00:23,00:35:20,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,23837,Akane Tsuchihashi,Akane,Tsuchihashi,192,female,1986,JPN,Japan,JP,238309,10,01:53:24,00:19:26,00:00:32,00:57:36,00:00:26,00:35:26,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5376,Ainhoa Murua Zubizarreta,Ainhoa,Murua Zubizarreta,270,female,1978,ESP,Spain,ES,238310,11,01:53:27,00:19:31,00:00:31,00:57:28,00:00:24,00:35:34,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6246,Sarah True,Sarah,True,293,female,1981,USA,United States,US,238311,12,01:53:35,00:19:25,00:00:33,00:57:34,00:00:26,00:35:40,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5410,Jessica Harrison,Jessica,Harrison,166,female,1977,FRA,France,FR,238312,13,01:53:45,00:19:33,00:00:31,00:57:28,00:00:23,00:35:50,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,11141,Emmie Charayron,Emmie,Charayron,166,female,1990,FRA,France,FR,238313,14,01:53:45,00:20:22,00:00:33,00:58:28,00:00:26,00:33:58,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,8739,Kate Mcilroy,Kate,Mcilroy,232,female,1981,NZL,New Zealand,NZ,238314,15,01:53:48,00:19:48,00:00:34,00:57:11,00:00:23,00:35:54,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,7766,Daniela Ryf,Daniela,Ryf,276,female,1987,SUI,Switzerland,CH,238315,16,01:53:55,00:19:35,00:00:30,00:57:28,00:00:23,00:36:01,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,17003,Jillian Elliott,Jillian,Elliott,293,female,1983,USA,United States,US,238316,17,01:54:05,00:19:49,00:00:32,00:57:14,00:00:26,00:36:08,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5567,Debbie Tanner,Debbie,Tanner,232,female,1982,NZL,New Zealand,NZ,238317,18,01:54:08,00:19:44,00:00:31,00:57:18,00:00:25,00:36:12,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,15483,Lisa Mensink,Lisa,Mensink,135,female,1977,CAN,Canada,CA,238318,19,01:54:25,00:19:37,00:00:32,00:57:22,00:00:27,00:36:29,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6706,Kathrin Muller,Kathrin,Muller,170,female,1984,GER,Germany,DE,238319,20,01:54:30,00:19:37,00:00:32,00:57:21,00:00:26,00:36:35,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5517,Annabel Luxford,Annabel,Luxford,111,female,1982,AUS,Australia,AU,238320,21,01:54:47,00:19:29,00:00:31,00:57:30,00:00:24,00:36:55,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6150,Barbara Riveros,Barbara,Riveros,140,female,1987,CHI,Chile,CL,238321,22,01:54:59,00:20:23,00:00:30,00:58:29,00:00:25,00:35:14,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5448,Felicity Abram,Felicity,Abram,111,female,1986,AUS,Australia,AU,238322,23,01:55:00,00:20:24,00:00:32,00:58:28,00:00:24,00:35:14,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5312,Anja Dittmer,Anja,Dittmer,170,female,1975,GER,Germany,DE,238323,24,01:55:05,00:20:13,00:00:30,00:58:40,00:00:29,00:35:15,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,11385,Jodie Stimpson,Jodie,Stimpson,292,female,1989,GBR,Great Britain,GB,238324,25,01:55:06,00:19:54,00:00:33,00:58:55,00:00:21,00:35:25,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6120,Lisa Norden,Lisa,Norden,275,female,1984,SWE,Sweden,SE,238325,26,01:55:12,00:20:17,00:00:30,00:58:35,00:00:26,00:35:27,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,12785,Juri Ide,Juri,Ide,192,female,1983,JPN,Japan,JP,238326,27,01:55:14,00:19:55,00:00:34,00:58:56,00:00:26,00:35:26,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6848,Melanie Hauss,Melanie,Hauss,276,female,1982,SUI,Switzerland,CH,238327,28,01:55:26,00:19:33,00:00:33,00:57:25,00:00:24,00:37:32,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6963,Irina Abysova,Irina,Abysova,251,female,1980,RUS,Russia,RU,238328,29,01:55:34,00:20:20,00:00:34,00:58:31,00:00:24,00:35:47,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,12786,Mariko Adachi,Mariko,Adachi,192,female,1983,JPN,Japan,JP,238329,30,01:55:40,00:19:57,00:00:34,00:58:52,00:00:25,00:35:55,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5539,Carole Peon,Carole,Peon,166,female,1978,FRA,France,FR,238330,31,01:55:40,00:20:21,00:00:36,00:58:25,00:00:24,00:35:56,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5452,Marina Damlaimcourt,Marina,Damlaimcourt,270,female,1979,ESP,Spain,ES,238331,32,01:55:55,00:20:09,00:00:35,00:58:42,00:00:24,00:36:07,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,17143,Svenja Bazlen,Svenja,Bazlen,170,female,1984,GER,Germany,DE,238332,33,01:55:56,00:20:00,00:00:32,00:58:50,00:00:28,00:36:07,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,15747,Emma Jackson,Emma,Jackson,111,female,1991,AUS,Australia,AU,238333,34,01:56:01,00:20:19,00:00:34,00:58:31,00:00:24,00:36:15,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6522,Radka Vodickova,Radka,Vodickova,152,female,1984,CZE,Czech Republic,CZ,238334,35,01:56:04,00:19:46,00:00:32,00:57:16,00:00:24,00:38:09,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5943,Maria Czesnik,Maria,Czesnik,246,female,1977,POL,Poland,PL,238335,36,01:56:26,00:20:22,00:00:36,00:58:27,00:00:27,00:36:36,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5502,Alicia Kaye,Alicia,Kaye,293,female,1983,USA,United States,US,238336,37,01:56:30,00:20:24,00:00:33,00:58:28,00:00:27,00:36:40,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5571,Kathy Tremblay,Kathy,Tremblay,135,female,1982,CAN,Canada,CA,238337,38,01:56:56,00:19:40,00:00:34,00:59:09,00:00:24,00:37:11,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6069,Nicky Samuels,Nicky,Samuels,232,female,1983,NZL,New Zealand,NZ,238338,39,01:56:58,00:19:57,00:00:33,00:58:53,00:00:28,00:37:10,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6435,Jenna Parker,Jenna,Parker,293,female,1984,USA,United States,US,238339,40,01:56:59,00:20:04,00:00:32,00:58:49,00:00:24,00:37:12,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,18592,Yuka Sato,Yuka,Sato,192,female,1992,JPN,Japan,JP,238340,41,01:57:00,00:19:54,00:00:33,00:58:59,00:00:24,00:37:12,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,17056,Szandra Szalay,Szandra,Szalay,182,female,1989,HUN,Hungary,HU,238341,42,01:57:11,00:20:28,00:00:31,00:58:25,00:00:31,00:37:19,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,11409,Hollie Avil,Hollie,Avil,292,female,1990,GBR,Great Britain,GB,238342,43,01:57:32,00:20:21,00:00:34,00:58:27,00:00:23,00:37:49,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6861,Maria Pujol,Maria,Pujol,270,female,1982,ESP,Spain,ES,238343,44,01:57:47,00:20:18,00:00:33,00:58:33,00:00:25,00:38:00,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,7825,Kirsten Sweetland,Kirsten,Sweetland,135,female,1988,CAN,Canada,CA,238344,45,01:58:18,00:19:58,00:00:32,00:58:52,00:00:26,00:38:32,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,11836,Emma Davis,Emma,Davis,188,female,1986,IRL,Ireland,IE,238345,46,01:59:12,00:19:54,00:00:32,00:58:56,00:00:27,00:39:24,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5576,Ai Ueda,Ai,Ueda,192,female,1983,JPN,Japan,JP,238346,47,02:00:14,00:20:39,00:00:33,01:02:29,00:00:26,00:36:10,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5396,Carla Moreno,Carla,Moreno,127,female,1975,BRA,Brazil,BR,238347,48,02:02:12,00:20:29,00:00:33,01:04:02,00:00:27,00:36:43,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,9742,Tomoko Sonoda,Tomoko,Sonoda,192,female,1983,JPN,Japan,JP,238348,49,02:03:38,00:19:38,00:00:33,01:04:53,00:00:28,00:38:09,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,16889,Yi Zhang,Yi,Zhang,141,female,1987,CHN,China,CN,238349,50,02:04:49,00:20:19,00:00:38,01:02:47,00:00:26,00:40:42,5693,34492,Elite Women,2010-07-24,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5695,Javier Gomez Noya,Javier,Gomez Noya,270,male,1983,ESP,Spain,ES,238430,1,01:42:08,00:18:03,00:00:32,00:53:44,00:00:20,00:29:31,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,11378,Jonathan Brownlee,Jonathan,Brownlee,292,male,1990,GBR,Great Britain,GB,238431,2,01:42:14,00:18:00,00:00:28,00:53:53,00:00:22,00:29:33,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5692,Jan Frodeno,Jan,Frodeno,170,male,1981,GER,Germany,DE,238432,3,01:42:30,00:18:02,00:00:30,00:53:47,00:00:19,00:29:54,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,7743,Alexander Bryukhankov,Alexander,Bryukhankov,251,male,1987,RUS,Russia,RU,238433,4,01:42:44,00:18:01,00:00:33,00:53:49,00:00:25,00:29:58,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,11402,Mario Mola,Mario,Mola,270,male,1990,ESP,Spain,ES,238434,5,01:42:46,00:19:01,00:00:30,00:52:53,00:00:22,00:30:02,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5711,Brad Kahlefeldt,Brad,Kahlefeldt,111,male,1979,AUS,Australia,AU,238435,6,01:42:54,00:18:04,00:00:29,00:53:47,00:00:21,00:30:15,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6442,Jarrod Shoemaker,Jarrod,Shoemaker,293,male,1982,USA,United States,US,238436,7,01:42:57,00:18:18,00:00:33,00:53:33,00:00:25,00:30:09,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5359,Stuart Hayes,Stuart,Hayes,292,male,1979,GBR,Great Britain,GB,238437,8,01:42:59,00:18:19,00:00:31,00:52:38,00:00:22,00:31:10,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5747,Steffen Justus,Steffen,Justus,170,male,1982,GER,Germany,DE,238438,9,01:43:04,00:18:58,00:00:30,00:52:52,00:00:25,00:30:21,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,7788,Alistair Brownlee,Alistair,Brownlee,292,male,1988,GBR,Great Britain,GB,238439,10,01:43:05,00:17:57,00:00:29,00:53:55,00:00:23,00:30:22,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,10539,Joao Silva,Joao,Silva,247,male,1989,POR,Portugal,PT,238440,11,01:43:08,00:18:07,00:00:32,00:53:44,00:00:25,00:30:22,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5662,Laurent Vidal,Laurent,Vidal,166,male,1984,FRA,France,FR,238441,12,01:43:14,00:18:16,00:00:31,00:53:33,00:00:21,00:30:35,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5305,Tim Don,Tim,Don,292,male,1978,GBR,Great Britain,GB,238442,13,01:43:20,00:18:46,00:00:28,00:53:06,00:00:23,00:30:38,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5302,Simon Whitfield,Simon,Whitfield,135,male,1975,CAN,Canada,CA,238443,14,01:43:24,00:18:09,00:00:33,00:53:41,00:00:24,00:30:39,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5320,Sven Riederer,Sven,Riederer,276,male,1981,SUI,Switzerland,CH,238444,15,01:43:33,00:18:12,00:00:30,00:53:38,00:00:22,00:30:53,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5633,Vladimir Turbayevskiy,Vladimir,Turbayevskiy,251,male,1983,RUS,Russia,RU,238445,16,01:43:37,00:18:05,00:00:31,00:53:43,00:00:24,00:30:55,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5683,Clark Ellice,Clark,Ellice,232,male,1982,NZL,New Zealand,NZ,238446,17,01:43:43,00:18:50,00:00:36,00:52:04,00:00:24,00:31:52,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,7778,Jonathan Zipf,Jonathan,Zipf,170,male,1986,GER,Germany,DE,238447,18,01:43:44,00:18:56,00:00:34,00:52:50,00:00:22,00:31:03,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,7786,Jose Miguel Perez,Jose Miguel,Perez,270,male,1986,ESP,Spain,ES,238448,19,01:43:45,00:18:09,00:00:32,00:53:43,00:00:25,00:30:57,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,6560,William Clarke,William,Clarke,292,male,1985,GBR,Great Britain,GB,238449,20,01:43:48,00:18:51,00:00:28,00:53:03,00:00:28,00:30:59,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5851,Tony Moulai,Tony,Moulai,166,male,1976,FRA,France,FR,238450,21,01:43:50,00:18:57,00:00:32,00:52:50,00:00:23,00:31:10,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5332,Maik Petzold,Maik,Petzold,170,male,1978,GER,Germany,DE,238451,22,01:43:52,00:17:58,00:00:29,00:53:53,00:00:23,00:31:11,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
NA,5296,Kris Gemmell,Kris,Gemmell,232,male,1977,NZL,New Zealand,NZ,238452,23,01:43:56,00:18:00,00:00:30,00:53:49,00:00:21,00:31:19,5984,34492,Elite Men,2010-07-25,NA,NA,2010 Dextro Energy Triathlon - ITU World Championship Series London,London,Great Britain,51.5001524,-0.1262362,2010-07-24,GB,GBR,10,292,Europe,Standard,FALSE,21,18.5
