value,athlete_id,athlete_title,athlete_first,athlete_last,athlete_country_id,athlete_gender,athlete_yob,athlete_noc,athlete_country_name,athlete_country_isoa2,result_id,position,total_time,swim_time,t1_time,bike_time,t2_time,run_time,prog_id,event_id,prog_name,prog_date,prog_time,prog_notes,event_title,event_venue,event_country,event_latitude,event_longitude,event_date,event_country_isoa2,event_country_noc,event_region_id,event_country_id,event_region_name,cat_name,wetsuit,temp_water,temp_air
NA,6224,Kerry Lang,Kerry,Lang,292,female,1976,GBR,Great Britain,GB,202283,21,02:02:21,00:22:11,00:00:32,01:03:47,00:00:25,00:35:27,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,6069,Nicky Samuels,Nicky,Samuels,232,female,1983,NZL,New Zealand,NZ,202284,22,02:02:27,00:22:03,00:00:25,01:02:31,00:00:21,00:37:07,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,11070,Mary Beth Ellis,Mary Beth,Ellis,293,female,1977,USA,United States,US,202285,23,02:02:40,00:21:51,00:00:28,01:02:41,00:00:28,00:37:16,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,12786,Mariko Adachi,Mariko,Adachi,192,female,1983,JPN,Japan,JP,202286,24,02:02:59,00:22:08,00:00:30,01:03:57,00:00:24,00:36:04,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,6963,Irina Abysova,Irina,Abysova,251,female,1980,RUS,Russia,RU,202287,25,02:03:15,00:22:07,00:00:30,01:04:00,00:00:25,00:36:14,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,6861,Maria Pujol,Maria,Pujol,270,female,1982,ESP,Spain,ES,202288,26,02:03:19,00:22:14,00:00:28,01:03:52,00:00:21,00:36:27,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5385,Jodie Swallow,Jodie,Swallow,292,female,1981,GBR,Great Britain,GB,202289,27,02:03:34,00:22:06,00:00:28,01:04:01,00:00:24,00:36:35,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5371,Samantha Warriner,Samantha,Warriner,232,female,1971,NZL,New Zealand,NZ,202290,28,02:04:02,00:22:19,00:00:30,01:03:45,00:00:21,00:37:09,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,17003,Jillian Elliott,Jillian,Elliott,293,female,1983,USA,United States,US,202291,29,02:04:09,00:22:12,00:00:31,01:03:36,00:00:24,00:37:28,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5571,Kathy Tremblay,Kathy,Tremblay,135,female,1982,CAN,Canada,CA,202292,30,02:05:02,00:22:17,00:00:27,01:03:47,00:00:20,00:38:13,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,23837,Akane Tsuchihashi,Akane,Tsuchihashi,192,female,1986,JPN,Japan,JP,202293,31,02:05:11,00:21:50,00:00:27,01:05:15,00:00:25,00:37:16,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5369,Kiyomi Niwata,Kiyomi,Niwata,192,female,1970,JPN,Japan,JP,202294,32,02:06:10,00:23:00,00:00:28,01:06:01,00:00:23,00:36:16,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5576,Ai Ueda,Ai,Ueda,192,female,1983,JPN,Japan,JP,202295,33,02:06:26,00:23:08,00:00:28,01:05:56,00:00:34,00:36:21,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,6848,Melanie Hauss,Melanie,Hauss,276,female,1982,SUI,Switzerland,CH,202296,34,02:06:44,00:22:11,00:00:28,01:03:52,00:00:21,00:39:54,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,6150,Barbara Riveros,Barbara,Riveros,140,female,1987,CHI,Chile,CL,202297,35,02:08:13,00:23:10,00:00:28,01:08:35,00:00:27,00:35:34,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,9742,Tomoko Sonoda,Tomoko,Sonoda,192,female,1983,JPN,Japan,JP,202298,36,02:09:51,00:21:49,00:00:28,01:02:44,00:00:24,00:44:27,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5360,Kate Allen,Kate,Allen,112,female,1970,AUT,Austria,AT,202299,37,02:11:18,00:24:11,00:00:28,01:07:35,00:00:23,00:38:42,4818,5105,Elite Women,2009-09-13,14:14:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,7788,Alistair Brownlee,Alistair,Brownlee,292,male,1988,GBR,Great Britain,GB,963354,1,01:44:51,00:17:00,00:00:21,00:58:05,00:00:20,00:29:04,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5695,Javier Gomez Noya,Javier,Gomez Noya,270,male,1983,ESP,Spain,ES,963355,2,01:44:57,00:17:02,00:00:23,00:58:00,00:00:18,00:29:17,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5692,Jan Frodeno,Jan,Frodeno,170,male,1981,GER,Germany,DE,963356,3,01:45:21,00:17:06,00:00:26,00:57:50,00:00:17,00:29:44,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5332,Maik Petzold,Maik,Petzold,170,male,1978,GER,Germany,DE,963357,4,01:45:25,00:16:59,00:00:25,00:57:57,00:00:16,00:29:49,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5591,Courtney Atkinson,Courtney,Atkinson,111,male,1979,AUS,Australia,AU,963358,5,01:45:27,00:17:11,00:00:27,00:57:47,00:00:17,00:29:47,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,7747,Dmitry Polyanskiy,Dmitry,Polyanskiy,251,male,1986,RUS,Russia,RU,963359,6,01:45:29,00:17:00,00:00:23,00:58:05,00:00:23,00:29:39,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5747,Steffen Justus,Steffen,Justus,170,male,1982,GER,Germany,DE,963360,7,01:45:30,00:17:15,00:00:23,00:57:50,00:00:20,00:29:43,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5302,Simon Whitfield,Simon,Whitfield,135,male,1975,CAN,Canada,CA,963361,8,01:45:31,00:17:05,00:00:21,00:57:58,00:00:18,00:29:51,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5662,Laurent Vidal,Laurent,Vidal,166,male,1984,FRA,France,FR,963362,9,01:45:37,00:17:15,00:00:23,00:57:45,00:00:17,00:29:58,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,7743,Alexander Bryukhankov,Alexander,Bryukhankov,251,male,1987,RUS,Russia,RU,963363,10,01:45:38,00:16:59,00:00:23,00:58:08,00:00:21,00:29:47,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,6560,William Clarke,William,Clarke,292,male,1985,GBR,Great Britain,GB,963364,11,01:45:42,00:17:04,00:00:23,00:57:56,00:00:19,00:30:00,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5320,Sven Riederer,Sven,Riederer,276,male,1981,SUI,Switzerland,CH,963365,12,01:45:53,00:17:08,00:00:27,00:57:51,00:00:19,00:30:10,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5823,Bruno Pais,Bruno,Pais,247,male,1981,POR,Portugal,PT,963366,13,01:45:56,00:17:26,00:00:23,00:56:31,00:00:17,00:31:21,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,6442,Jarrod Shoemaker,Jarrod,Shoemaker,293,male,1982,USA,United States,US,963367,14,01:45:58,00:17:09,00:00:24,00:57:57,00:00:20,00:30:09,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5321,Frederic Belaubre,Frederic,Belaubre,166,male,1980,FRA,France,FR,963368,15,01:46:02,00:17:02,00:00:24,00:57:57,00:00:18,00:30:23,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5305,Tim Don,Tim,Don,292,male,1978,GBR,Great Britain,GB,963369,16,01:46:13,00:17:32,00:00:23,00:57:30,00:00:23,00:30:27,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5296,Kris Gemmell,Kris,Gemmell,232,male,1977,NZL,New Zealand,NZ,963370,17,01:46:17,00:17:05,00:00:21,00:57:58,00:00:20,00:30:33,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5348,Brent McMahon,Brent,McMahon,135,male,1980,CAN,Canada,CA,963371,18,01:46:17,00:17:14,00:00:21,00:57:47,00:00:21,00:30:34,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5755,Yulian Malyshev,Yulian,Malyshev,251,male,1982,RUS,Russia,RU,963372,19,01:46:27,00:17:12,00:00:26,00:57:53,00:00:20,00:30:36,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5629,Paul Tichelaar,Paul,Tichelaar,135,male,1982,CAN,Canada,CA,963373,20,01:46:33,00:17:12,00:00:23,00:56:54,00:00:18,00:31:45,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5683,Clark Ellice,Clark,Ellice,232,male,1982,NZL,New Zealand,NZ,963374,21,01:46:39,00:17:45,00:00:23,00:57:21,00:00:19,00:30:54,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5651,Ivan Vasiliev,Ivan,Vasiliev,251,male,1984,RUS,Russia,RU,963375,22,01:46:49,00:17:02,00:00:27,00:57:58,00:00:20,00:31:04,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5633,Vladimir Turbayevskiy,Vladimir,Turbayevskiy,251,male,1983,RUS,Russia,RU,963376,23,01:46:49,00:17:04,00:00:25,00:57:53,00:00:20,00:31:09,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5687,Mark Fretta,Mark,Fretta,293,male,1980,USA,United States,US,963377,24,01:46:51,00:17:30,00:00:26,00:57:34,00:00:23,00:31:00,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,6202,Kyle Jones,Kyle,Jones,135,male,1984,CAN,Canada,CA,963378,25,01:46:53,00:17:09,00:00:25,00:57:56,00:00:17,00:31:08,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5694,Ramon Ejeda Medina,Ramon,Ejeda Medina,270,male,1981,ESP,Spain,ES,963379,26,01:46:59,00:17:24,00:00:24,00:57:39,00:00:21,00:31:10,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
NA,5669,Claude Eksteen,Claude,Eksteen,269,male,1977,RSA,South Africa,ZA,963380,27,01:47:09,00:17:07,00:00:21,00:57:56,00:00:19,00:31:27,4819,5105,Elite Men,2009-09-12,15:15:00,,2009 Dextro Energy Triathlon - ITU World Championship Grand Final Gold Coast,Gold Coast,Australia,-28.136289,153.477806,2009-09-09,AU,AUS,14,111,Oceania,Sprint,FALSE,NA,NA
